AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007147) University of Hertfordshire,LLB (Hons) Law (2 Year),LALLB-LLB_ACC
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007149) The University of Hull,LLB (Hons) International Law,228345
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007149) The University of Hull,LLB (Hons) Law,220001
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007149) The University of Hull,LLB (Hons) Law,220012
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007149) The University of Hull,LLB (Hons) Law Senior Status,228355
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007149) The University of Hull,LLB (Hons) Law and Legislative Studies,223001
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007149) The University of Hull,LLB (Hons) Law with Business Management,228356
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007149) The University of Hull,LLB (Hons) Law with Criminology,220011
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007149) The University of Hull,LLB (Hons) Law with Politics,220008
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Accounting & Finance,LAW-ACCF-4_BA_NM41
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Accounting & Finance,LAW-ACCF-4_BA_NM41
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Criminology,LAW-CRIM_BA_MM19
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Criminology,LAW-CRIM_BA_MM19
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Economics,LAW-ECON_BA_ML11
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Economics,LAW-ECON_BA_ML11
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and English Literature,LAW-ENGLIT_BA_MQ13
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and English Literature,LAW-ENGLIT_BA_MQ13
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and History,LAW-HIS_BA_VM1C
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and History,LAW-HIS_BA_VM1C
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Philosophy,LAW-PHIL_BA_MV15
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Philosophy,LAW-PHIL_BA_MV15
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Social Anthropology,LAW-ANT_BA_ML16
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Social Anthropology,LAW-ANT_BA_ML16
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Sociology,LAW-SOC_BA_LM31
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Sociology,LAW-SOC_BA_LM31
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Welfare,LAW-WEL_BA_ML14
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Law and Welfare,LAW-WEL_BA_ML14
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Politics and Law,POLITICS-LAW_BA_LM21
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,BA (Hons) Politics and Law,POLITICS-LAW_BA_LM21
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,LLB (Hons) English and French Law,ENGFRELAW-A_LLB_M121
Solicitors Regulation Authority (SRA),The qualifying law degree is recognised by the Solicitors Regulation Authority (SRA) for the purposes of satisfying the academic stage of training.,(10007150) The University of Kent,LLB (Hons) European Legal Studies,EURLEGST-A_LLB_M120
